,sentiment,review,,,,
,1,Women&#39,s and young children have been asked to give a great deal of security to women.,,,
,0,"Deaths will grow as people who have lost their lives in the mortality and are currently in the hundreds, but seriously injured.",,,,
,1,The criticism of opposition to how this can be avoided is that of political undertones and co-operation with local police.,,,,
,0,The Chief Minister of Himachal Pradesh came to the conclusion that the match could not be safeguarded.,,,,
,1,"The Trinamool Congress, AIADMK and Samajwadi Party have now been in favor of the GST.",,,,
,0,The policy of the policy should be made of suitable agricultural policies and guidelines.,,,,
,0,"China, which is a hillock, has to accept it for the sake of Korea.",,,,
,0,"A week ago, the pro-British British MP Joe Cox was murdered at the campus, and the killer of the slogan of Britain&#39;s slogan has made it clear that the voting has created an enormous atmosphere in the country.",,,,
,0,"The BJP, which has promised in the election campaign to approve the bill, has announced that it has not yet decided whether it will introduce the bill.",,,,
,0,Sivapuzha is performed by the four nights of the night.,,,,
,0,"Let&#39;s say what to do one thing to say and do something inside, but now the Pakistani government&#39;s administration has stepped into live action.",,,,
,0,"A year ago, Durgaprasad&#39;s mother died in the well.",,,,
,0,The speech made by Rahul Gandhi the day before the Prime Minister is seen to be different.,,,,
,0,An unidentified man was killed on Saturday from Kagaznagar towards Darghanga train.,,,,
,0,"As a result, our economy is now in a coma.",,,,
,1,"For this, it is inviting applicants from the SC students who are studying at primary, primary and secondary schools in the district.",,,,
,1,All the leaders in the leading positions in the country and state politics today are active at the student stage.,,,,
,0,"On the other hand, the Green Tribunal gave the message that money can be polluted.",,,,
,0,The state government has no power over the security of Delhi as it is the capital of Delhi.,,,,
,0,"Whatever the original World Bank said, it would come to our businesses like our car mechanic.",,,,
,1,The main objective is to say that China has morally cared for India.,,,,
,0,"If Kejriwal asks if democracy is not worth the government&#39;s elected government, the central rulers are turning away the answer.",,,,
,1,"2.50 lakhs for the constituency, moving towards a simple, 50,000 active membership.",,,,
,1,"Overall, the Judge of Justice TS Thakur and Justice Kalifulla can be described as a milestone in Indian sports history.",,,,
,1,"But if many officers ignore and run them across the field, tribals have the advantage.",,,,
,0,For two years she spoke about Khadi because she said that she was very passionate about Khadi and that everyone did not object to asking one-year-old Khadi&#39,s clothing to be kept in Beirwa but it would be a surprise to take more time to announce a policy on Khadi.,,,
,1,"Palaeveli, which has plunged the largest number of satellites in the month,",,,,
,0,"According to family members and police, the mishap took place on Wednesday morning.",,,,
,1,"In fact, it is a cricket affair but the first step towards solving various disorders in the Indian sport.",,,,
,1,This belief has come to an end when the Congress government in Arunachal Pradesh has come down to power.,,,,
,0,"The killer Isis is borne out by American sin in Iraq and Syria, and the threat of terrorism is not to be frowned upon by American warfare.",,,,
,1,"In the southwest monsoon (mid-June-September), hopes of a relentlessly debilitating phenomenon,",,,,
,0,India has seen a pessimistic Pakistani looking so long ago.,,,,
,1,The latest budget proposals are slightly different compared to the last two budgets.,,,,
,0,"In addition to nationalism, it is the condition that is caused by the involvement of many emotions.",,,,
,1,"Narendra Modi&#39;s speech is popular, he and the people of Parliament have forgotten that he is the prime minister for nearly two years.",,,,
,0,The people of Telangana tied the party to the new state and the main political leadership of the special movement.,,,,
,0,"Two years after the terrorists crossed the hill from the hillock, now the main mosque of the mosque is now in Kashmir.",,,,
,0,"Yet, the same thing has been raised in the United Nations.",,,,
,1,ITDA PA Badri Srinivas has been asked by the officials to review and complete the meeting with the officials of various departments on the ITD Governing Body meeting.,,,,
,0,Whether the prospects in the post-breastfed Britain become more and more likely to increase the prospects for the Indians or the door to close is not clear.,,,,
,1,"There was no crisis in Jaffna Prasad Rajkova until Assam was appointed as governor of the state in the middle of last year, when he worked as a former chief secretary and praised Narendra Modi in the post-apocalyptic period.",,,,
,0,"Some people who were angry with the death of a local woman, after hours of the injection of a Sudanese student, showed her a tanzania girl who came in the car along with her friends.",,,,
,0,The party lapsed for a year and looked at the regime. There is also no coordination with the authorities.,,,,
,0,That is why the Philippines president has previously refused to nominate Dutherty&#39,s name for the &#39,World Best Maker&#39, award.,
,0,The US is now saying that India is not a kind of nuclear program and that India is a loyal country.,,,,
,0,At present the central and richer governments are issuing taxes on various goods services.,,,,
,0,Pakistan warns that serious consequences are unlikely.,,,,
,0,Concerns that have already been raised on the country&#39,s economy are also concerned that Subramaniam Swamy&#39,s allegations over the succession of the celebrities are a matter of worry.,,
,1,The organizers have done great arrangements for this.,,,,
,1,"The population of Uttar Pradesh, Bihar and West Bengal, and Odisha and Northeast, will benefit from the implementation of GST Act.",,,,
,0,That is why the Congress party is already waiting for Narendra Modi in 2014 and using Prasht Kishore&#39,s services as Nitish Kumar&#39,s electoral strategist in 2015 and the key role in bringing them to power.,,
,0,"Even though he had been in the past eight days ago, he had gone out of the house when he was not in a house and had come down to the Bhadtapur village suburb of Kadam Mandal.",,,,
,0,Nearly 1200 posts are not replaced in tribal welfare department.,,,,
,0,"In November 2008, 166 people were killed in the Mumbai attacks by Sayed Plan.",,,,
,0,"However, there were no evidence for these murders.",,,,
,1,"At the same Tea Party party, volunteers were paying a voluntary fee and registered a lot of membership.",,,,
,1,The rice food supplement to the rice said that rice distributes 6 kg rice to everyone in the family.,,,,
,0,"The event was attended by adult education faculty Poonthottam, public officials and officials.",,,,
,1,It is clear that the government is planning to develop full ponds in the next five years.,,,,
,0,"The politicians are free to give a bigger statement to the racial and color discrimination of the incident, but it does not seem to be a moment to get her out of the bus to get a bus carrying her life.",,,,
,0,"Praveen Kumar of the Group0 batch of 2010 took charge as an ODD on March 1, 2014.",,,,
,0,It should be noted that there is a wide range of villages in the villages.,,,,
,1,"With the announcement of the economic slowdown, the Indian stock markets,",,,,
,0,"If you do not get over it, you may be part of the rule to get it beyond the dose.",,,,
,1,The old pipe lines will be replaced by new ones.,,,,
,0,Rajan&#39,s remarks are now important for the sudden decisions taken.,,,
,0,Those who are aware of this are also the leaders of the terrorists.,,,,
,0,"If the National Pension System (NPS) is now partially tax-deducted after the Magisterium, it has been one of the attempts to tax a partially taxable EPF nowadays in any phase.",,,,
